provider_id,first,middle,last,dept
2111616,Jillian,Nicole,Janicki,"Baystate Primary Care, Feeding Hills"
2583518,Elizabeth,Ann,Avery,Pioneer Valley Cardiology Associates
207388,Sarah,K.,Lynaugh,Baystate Longmeadow Primary Care
2456581,Justin,,Quinlan,Baystate Family Medicine – Northampton
231421,Scott,D.,Rubin,Baystate General Surgery
209068,Julius,S.,Brecht,New England Orthopedic Surgeons
1036421,Sophia,J.,Fernandes,"Ear, Nose & Throat Surgeons of WNE, LLC"
207724,Erin,M.,Ferraro,Baystate Longmeadow Primary Care
3094685,Jyovani,W.,Joubert,"Kidney Care and Transplant Services of New England, PC"
209369,Sujata,,Holman,Pioneer Valley Cardiology Associates
1670101,Erica,,Weston,Baystate Gynecologic Oncology
2056177,Jennifer,MiAe,Horne,"Hampden & Franklin County Cardiovascular Associates, PC"
209447,Susan,Y.,Lattanzi,Pioneer Valley Cardiology Associates
208933,John,P.,Marenco,Pioneer Valley Cardiology Associates
208458,Elizabeth,A.,Sklar,New England Orthopedic Surgeons
359363,Spencer,J.,Hodgins,"Kidney Care and Transplant Services of New England, PC"
209400,John,Robert,Corsetti,New England Orthopedic Surgeons
2441345,Stacey,Susienka,Hayward,New England Orthopedic Surgeons
806300,Elizabeth,Marie,Jarry,Baystate Cardiology
2622372,Elizabeth,Lara,Peloquin,Pioneer Valley Cardiology Associates
207335,Stephanie,D.,Silverman,Baystate Family Medicine – Northampton
207337,Ellen,R.,Solomon,Baystate Medical Practices Pioneer Womens Health
2152485,Stephen,J.,Bonasera,Baystate Memory Assessment and Care Clinic
207242,John,S.,Daly,Baystate Urology
1568655,Christin,M.,Wolak,New England Orthopedic Surgeons
209234,Samantha,,Bouthillette,New England Orthopedic Surgeons
208715,Craig,R.,Lareau,New England Orthopedic Surgeons
1647151,John,W.,Miller,Baystate Gastroenterology
208288,Jonathan,L.,Bayuk,Allergy & Immunology Associates of New England
554569,Jose,F.,Diaz,Pioneer Valley Cardiology Associates
209639,Joseph,E.,Yunis,"Pioneer Valley Pediatrics, Inc."
207421,Sanjeevan,,Randhawa,Baystate Medical Practices West Side Adult Medicine
2364537,Sarah,Kathleen,Wilczynski,New England Orthopedic Surgeons
2181928,Courtney,Lee,Morin,"Baystate Primary Care, Palmer"
2456198,Jennifer,L.,Norton,Baystate Medical Practices Greenfield Family Medicine
207511,Sheryl,A,Derderian,Baystate Medical Practices West Side Adult Medicine
207784,Jennifer,Marie,Alli,Baystate Surgical Oncology & Breast Specialists
207861,Craig,E.,Kannel,Baystate Medical Practices Wilbraham Adult Medicine
2591814,Jessica,Danielle,Feyre,Baystate Hematology Oncology
237909,Christopher,R.,Russo,Pioneer Valley Cardiology Associates
1850985,Sabeen,A.,Chaudry,Baystate Cardiology
209056,Jill,M.,Bascomb,Baystate Emergency Medicine
208670,Christina,Z.,Mollitor,Center for Vein Restoration
208533,James,A.,Arcoleo,"Hampden & Franklin County Cardiovascular Associates, PC"
209123,Consuelo,Ana,LeBlanc,"Pediatric Associates of Hampden County, Inc."
209602,Svitlana,M.,Girenko,"Baystate Primary Care, Feeding Hills"
1970508,Cecilia,,Berardi,Baystate Cardiology
208408,Subramony,,Subramonia Iyer,Mercy Oncology Services
207356,Jeffrey,R.,Cossin,Baystate Medical Practices Northern Edge Adult and Pediatric Medicine
820571,Cecilia,A.,Lozier,Baystate Endocrinology
228349,Stephen,J.,Kelly,New England Orthopedic Surgeons
208760,Jeffrey,G.,Mulhern,"Kidney Care and Transplant Services of New England, PC"
901321,Catherine,,Hassett,"Urology Group of Western New England, PC"
208819,Jacqueline,,Vanderzanden,New England Orthopedic Surgeons
2304888,Carolynn,M.,Robinson,Baystate Emergency Medicine
362797,Jennie,V.,Garver,New England Orthopedic Surgeons
207603,Candace,M.,Bignell,Baystate Hematology Oncology
207309,Smitha,S.,Iyer,Baystate Medical Practices Northern Edge Adult and Pediatric Medicine
208699,Jerry,Michael,Schreibstein,"Ear, Nose & Throat Surgeons of WNE, LLC"
1000971,Connor,G.,Ziegler,New England Orthopedic Surgeons
2358974,Saba,,Ali,New England Orthopedic Surgeons
209028,Jessica,M.,Drenga,New England Orthopedic Surgeons
208671,Claes,M.,Nilsson,Vantage Healthcare
207629,Megan,,Chartier,Baystate Medical Practices – Adult Medicine – South Hadley
789472,Jeffrey,Lawrence,Hammond,Baystate Longmeadow Primary Care
360889,Janet,,Wholey,Baystate Emergency Medicine
209013,Mehdi,,Pajouh,Baystate Cardiology
2684258,Christine,Marie,Murphy,"Baystate Medical Practices Quabbin Adult Medicine, Belchertown"
209449,Jay,D.,Markham,Pioneer Valley Cardiology Associates
208998,Charles,S.,Weston,Trinity Health of New England Medical Group
208504,Bryan,A.,Chaplin,New England Orthopedic Surgeons
2090984,Issra,E.,Jamal,Baystate Endocrinology
209330,Barry,E.,Slitzky,"Western Mass. Gastroenterology Assoc., P.C."
1921582,Indira,,Sadhu,"Hampden & Franklin County Cardiovascular Associates, PC"
244902,Michael,Joseph,Fine,"Baystate Primary Care, Palmer"
208205,Haley,Bassett,Pierson,New England Orthopedic Surgeons
1876911,Brianna,,Lawlor,New England Orthopedic Surgeons
208928,Melissa,,Mol-Pelton,New England Orthopedic Surgeons
1568574,Michael,B.,Eddy,Baystate Trauma and Acute Care Surgery
209194,Brian,K.,Puchalski,New England Orthopedic Surgeons
207208,Helen,C.,James,Baystate Hematology Oncology
1664613,Michael,B.,O'Sullivan,New England Orthopedic Surgeons
207468,Brian,Jeremiah,Laliberte,Baystate Cardiology
209548,Michael,D.,Cavanagh,New England Orthopedic Surgeons
208531,Michael,D.,Plager,"Kidney Care and Transplant Services of New England, PC"
229666,Helena,C.,Gabriel,Baystate Longmeadow Primary Care
2939312,BenHanan,,Ways,"Hampden & Franklin County Cardiovascular Associates, PC"
354870,Mohammad,A.,Kashef,Trinity Health of New England Medical Group
208798,Henry,J.,Casagrande,New England Orthopedic Surgeons
209111,Brendan,T.,Campbell,Connecticut Children's Medical Center
1431305,Howard,S.,Ying,Eye & Lasik Center
208544,Bennett,S.,Burns,New England Orthopedic Surgeons
1597329,Mohammad,E.,Abu Hishmeh,Baystate Pulmonary
3094689,Hafiz,Muhammad,Imran,"Hampden & Franklin County Cardiovascular Associates, PC"
208215,Mohammad,R.,Mostafavi,"Urology Group of Western New England, PC"
207715,Robert,Rae,Ajello,"Hampden & Franklin County Cardiovascular Associates, PC"
2287373,Mohammed,N.,Ibrahim,"Hampden & Franklin County Cardiovascular Associates, PC"
672484,Heather,Ashley,Lomax,Baystate Medical Practices West Side Adult Medicine
2681857,Hannah,Rose,Washburn,New England Orthopedic Surgeons
2330266,Molly,Ann,McCool,Baystate Medical Practices West Side Adult Medicine
1602964,Heather,E.,Gotha,New England Orthopedic Surgeons
2970351,Melissa,,Madamas,"Kidney Care and Transplant Services of New England, PC"
207937,Robert,N.,Schapiro,Baystate Neurosurgery
208730,Robert,M.,Peskin,"Pediatric Associates of Hampden County, Inc."
2630105,Robert,John,Anderson,Center for Vein Restoration
300556,Heather,Hughes,McCarthy,"Baystate Primary Care, Feeding Hills"
207658,Michelle,Murray,Barnett,"Baystate Primary Care, Westfield"
207514,Robert,J.,Cooper,Holyoke Medical Group
582266,Grace,Ann,LaValley,Baystate Cardiology
208902,Gregory,L.,Braden,"Kidney Care and Transplant Services of New England, PC"
207554,Mario,,Lysse,"Baystate Medical Practices Quabbin Adult Medicine, Belchertown"
208968,Marat,I.,Abdullin,"Kidney Care and Transplant Services of New England, PC"
360955,Robert,A.,Baldor,Baystate Medical Practices Greenfield Family Medicine
208331,Girard,F.,Dugan,Baystate Gastroenterology
207845,Ritika,,Bhatt,Baystate Medical Practices Northern Edge Adult and Pediatric Medicine
1430236,Marcia,Margarita,Duclos,Baystate Medical Practices Greenfield Family Medicine
1815116,Gage,,Azeez,Baystate Medical Practices Greenfield Family Medicine
2247994,Mariya,,Kirik,"Hampden & Franklin County Cardiovascular Associates, PC"
1949780,Richard,,Zheng,Baystate Wesson Sleep Clinic
209373,Mark,A.,Dutille,New England Orthopedic Surgeons
208829,Richard,T.,Martin,Baystate Plastic Surgery
207540,Marc,A.,Norris,Baystate Vascular Services
207939,Gary,Philip,Jacobson,"Baystate Primary Care, Feeding Hills"
2247317,Marichelle,Taboso,Uy,Baystate Hematology Oncology
209053,Gina,M.,Lewis,"Urology Group of Western New England, PC"
2467056,Maksim,V.,Merenkov,"Hampden & Franklin County Cardiovascular Associates, PC"
207727,Robert,D.,Smith,Baystate Medical Practices – Adult Medicine – South Hadley
2631359,Francis,James,Doyle,New England Orthopedic Surgeons
2467048,Margot,H.,Dayton,"Pioneer Valley Pediatrics, Inc."
208455,Robert,Scott,Cowan,New England Orthopedic Surgeons
208586,Marguerite,C.,Gump,"Valley Medical Group, P.C."
208844,Robert,W.,Eppsteiner,"Ear, Nose & Throat Surgeons of WNE, LLC"
207882,Maria,A.,Aquadro,Baystate Thoracic Surgery
2134118,Marya,Kate,Casartello,New England Orthopedic Surgeons
207884,Frederick,U.,Torio,"Baystate Primary Care, Westfield"
1664597,Matthew,Ernest,Girard,New England Orthopedic Surgeons
207681,Rosette,P.,Odulio,Baystate Longmeadow Primary Care
207209,Matthew,J.,Kele,Baystate Neurosurgery
207809,Rose Marie,,Manarite,Baystate Cardiology
209587,Megan,E.,Downey,Baystate Cardiac Surgery
207997,Finlay,O.,Oguku,Baystate Medical Practices West Side Adult Medicine
209283,Mark,S.,Skalski,Trinity Health of New England Medical Group
207932,Rose,B.,Ganim,Baystate Thoracic Surgery
457033,Fadi,M.,Chalhoub,Baystate Cardiology
209435,Martin,J.,Luber,New England Orthopedic Surgeons
637912,Mary,Charlotte,Guertin,Baystate General Surgery
1742777,David,S.,Katz,Baystate General Surgery
357202,Mary,E.,Kinne,Baystate Sleep Medicine
2330253,David,,Rupacz,New England Orthopedic Surgeons
207645,Roger,J.,Beneitone,"Baystate Primary Care, Westfield"
250495,Donald,J.,Sonn,"Urology Group of Western New England, PC"
2631720,Devin,Francis,Walsh,New England Orthopedic Surgeons
208880,Denzil,M.,Reid,Baystate Pulmonary
207814,Rodrigo,G.,Salazar,Baystate Medical Practices Northern Edge Adult and Pediatric Medicine
207340,Mary,M.,Bartley,"Baystate Medical Practices Quabbin Adult Medicine, Belchertown"
207302,Denise,Finn,Rizzo,Baystate Employee Health Services
2939310,Marame,,Gattan,Baystate Emergency Medicine
774230,Richard,L.,Woller,Baystate Gastroenterology
3182860,Lindsey,V.,Coward,Baystate Wound Care and Hyperbaric Medicine
365253,Deepali,,Maheshwari,Baystate Urogynecology
1864026,Loic,Rickel,Assobmo,Baystate Longmeadow Primary Care
207281,Dennis,S.,Oh,Baystate Neurosurgery
207454,Ramachandran,,Kuppuswamy,"Baystate Primary Care, Westfield"
209230,Lisa,A.,Maheu,Pioneer Valley Cardiology Associates
2698056,Despina,E.,Hoffman,"Kidney Care and Transplant Services of New England, PC"
207559,Richard,B.,Alexander,Baystate Urology
2583521,Duong,Thai,Huynh,"Urology Group of Western New England, PC"
1103337,Lindsay,M.,West,Baystate Gynecologic Oncology
209608,Donald,C.,Salva,New England Orthopedic Surgeons
208543,Richard,A.,Brown,"Valley Medical Group, P.C."
207634,Diane,B.,Frank,Baystate Vascular Services
207203,Linda,R.,Polonsky,Baystate Medical Practices Pioneer Womens Health
207598,Rebecca,Ann,Gianni,Baystate Medical Practices – Adult Medicine – South Hadley
884864,Daniel,R.,Fish,Baystate General Surgery
209321,Louis,M.,Adler,New England Orthopedic Surgeons
1985797,Raul,Christ,Alicea,Baystate Cardiology
207889,Lynn,N.,Mutlu,Baystate Cardiology
207187,David,A.,Runge,Baystate Neurology
209099,Rani,U.,Athreya,Pioneer Neurology and Sleep PC
462889,Paula,K.,Braverman,Baystate General Pediatrics
2622352,Daniel,Maurice,Hubbs,Baystate General Surgery
208460,Peter,A.,Michaud,New England Orthopedic Surgeons
1602448,Daniel,L.,Winters,"Pioneer Valley Pediatrics, Inc."
714052,Lucille,Gough,Passer,Baystate Brightwood Health Center
208305,Daniel,L.,Landry,"Kidney Care and Transplant Services of New England, PC"
209497,Peter,J.,Weinstein,"Western Mass. Gastroenterology Assoc., P.C."
209686,Daniel,I.,Plosky,"Ear, Nose & Throat Surgeons of WNE, LLC"
207628,Luanne,A.,McCloskey,Baystate Plastic Surgery
208815,Peter,K.,Lindenauer,BMP Hospital Medicine
2594113,Danielle,,Aston,Baystate Emergency Medicine
208447,Lois,A.,Nichols,New England Orthopedic Surgeons
250808,Lynn,B.,Larochelle,Pioneer Valley Cardiology Associates
1835489,Danielle,,Riley,New England Orthopedic Surgeons
208329,Philip,T.,Glynn,Mercy Oncology Services
208663,Lauren,A.,Busekroos,"Ear, Nose & Throat Surgeons of WNE, LLC"
3143391,Amanda,Mary,Wielgus,Baystate Wound Care and Hyperbaric Medicine
208652,Paul,S.,Farkas,"Western Mass. Gastroenterology Assoc., P.C."
2598845,LaTasha,Marie,Turner,Baystate Endocrinology
2364543,Philip,J.,Chandler,New England Orthopedic Surgeons
1135185,Alexander,T.,Brothers,New England Orthopedic Surgeons
208683,Larry,A.,Litscher,Eyesight and Surgery Associates
207324,Alina,C.,Sibley,Baystate Geriatric Medicine (Inpatient)
208939,Paul,D.,Carlan,"Valley Medical Group, P.C."
209152,Laki,J.,Rousou,Mercy Medical Center
207615,Puncho,,Gurung,Baystate Pulmonary
207499,Amanda,J.,Kravetz,Baystate Vascular Services
208464,Adam,T.,Tyson,"Urology Group of Western New England, PC"
207731,Leilani,C.,Kidder,Baystate High Street Health Center Adult Medicine
207478,Pranay,M.,Parikh,Baystate Plastic Surgery
3094674,Paul,,Madaj,"Hampden & Franklin County Cardiovascular Associates, PC"
207253,Adam,D.,Garretson,Baystate Family Medicine – Northampton
208186,Laurette,Lynn,Patten,Baystate Longmeadow Primary Care
208876,Kihan Francis,Francis,Lee,Center for Vein Restoration
207853,Oscar,A.,Martinez,Baystate Women’s Health OB/GYN
233730,Nicole,Kraimer,Strieter,Baystate Pulmonary
208300,Andrew,S.,Wetstone,Baystate Longmeadow Primary Care
2350606,Adam,Perry,Foster,Baystate Cardiology
208007,Kimberly,A.,Bucknor,Baystate Medical Practices Northern Edge Adult and Pediatric Medicine
207758,Nicole,E.,Leone,Baystate Plastic Surgery
209243,Alfredo,,De La Guardia,Trinity Health of New England Medical Group
299480,Kiersten,Marie,Revord,New England Orthopedic Surgeons
207450,Kimberly,Marie,O'Neil,Baystate Vascular Services
257217,Nico,W.,Vehse,Baystate Pediatric Pulmonology
2451867,Andrew,M.,Goldsweig,Baystate Cardiology
209311,Nirav,R.,Sheth,Holyoke Medical Center Cardiovascular Specialist
1745828,Katherine,L.,Pearson,BMP Hospital Medicine
209103,Andrew,P.,Lehman,New England Orthopedic Surgeons
209685,Nadavaluru,S.,Reddy,Pioneer Valley Cardiology Associates
209261,Anika,,Opp-Harris,New England Orthopedic Surgeons
2601720,Ankit,,Mahajan,"Hampden & Franklin County Cardiovascular Associates, PC"
2939311,Nora,M.,Mahoney,"Hampden & Franklin County Cardiovascular Associates, PC"
1929132,Ann-Kristin,U.,Friedrich,Baystate Surgical Oncology & Breast Specialists
1206585,Katherine,,Newport,Baystate High Street Health Center Adult Medicine
209198,Anne,B.,Shain,Trinity Health of New England Medical Group
208584,Karen,P.,Camera,"Pioneer Valley Pediatrics, Inc."
208393,Anthony,E.,Poindexter,"Kidney Care and Transplant Services of New England, PC"
207390,Amelia,M.,Jaworek Burgess,Infectious Disease Services
207894,Navatha,,Hanumagutti,Baystate Medical Practices West Side Adult Medicine
2930613,Ashley,Marie,Graveline,Pioneer Valley Cardiology Associates
208350,Yufeng,,Zhang,Pioneer Valley Cardiology Associates
362215,Kamal,K.,Kalia,Baystate Neurosurgery
3094683,Abhishek,,Bhagat,"Hampden & Franklin County Cardiovascular Associates, PC"
207637,Karen,Jean,Ravosa,Baystate Hematology Oncology
207842,Yvonne,M.V.,Looman,Baystate Neurology
363125,Alan,J.,Gonzalez-Blosser,Baystate Medical Practices Wilbraham Adult Medicine
2939303,Ann,,Hinckley,"Kidney Care and Transplant Services of New England, PC"
1733708,Katelyn,,Albano,BMP Hospital Medicine
207398,William,L.,Hiser,Baystate Cardiology
208656,Amir,F.,Mohani,"Hampden & Franklin County Cardiovascular Associates, PC"
2011178,Kelly,,Benabou,Baystate Urogynecology
208891,William,C.,Tran,"Urology Group of Western New England, PC"
2727902,Alycia,Carolann,Piedra,Baystate Gastroenterology
209529,Wilson,F.,Pyle,Baystate Emergency Medicine
1095133,Kelly,M.,Wanamaker,Baystate Cardiac Surgery
207585,Ziad,N.,Kutayli,Baystate General Surgery
2440684,Atul,K.,Soreng,Baystate Longmeadow Primary Care
209140,Katrina,K.,Hull,Baystate Medical Practices Greenfield Family Medicine
1104639,Zulfiya,,Radcliffe,New England Orthopedic Surgeons
1665179,Aparajit,,Naram,Baystate Plastic Surgery
1742765,Jonathan,A.,Moseley,"Caring Health Center, Inc."
208352,Arley,F.,Diaz,"Kidney Care and Transplant Services of New England, PC"
582262,Jonathan,Y.,Lee,Baystate Plastic Surgery
207621,Armen,,Asik,Baystate Hematology Oncology
209385,Joseph,V.,Zwirko,New England Orthopedic Surgeons
2152272,Timothy,,Kang,Baystate Cardiology
1888658,Zachary,L.,Schepart,Baystate Physical Medicine & Rehabilitation
237402,Joudy-Ann,T.,Dinnall,"Valley Medical Group, P.C."
2970346,Taylor,Lyn,Saimeri,New England Orthopedic Surgeons
207166,Zachry,P.,Zichittella,Baystate Cardiology
3013354,Valerie,,Zavalunov,"Hampden & Franklin County Cardiovascular Associates, PC"
359703,Julie,Connors,Abert,"Baystate Primary Care, Feeding Hills"
1094976,Tyler,Joseph,Branco,Baystate Medical Practices Wilbraham Adult Medicine
209072,Joanna,E.,Sampson,"Western Mass. Gastroenterology Assoc., P.C."
1742771,Vi,T.,Do,BMP Hospital Medicine
207349,Timothy,G.,Egan,Baystate Cardiology
207966,John,Charles,McCann,Baystate Hematology Oncology
209208,Timothy,B.,Rice,New England Orthopedic Surgeons
208189,Timothy,A.,Johnson,Springfield Medical Associates
392613,Tiffanie,C.,Weaver,Mercy Medical Center
